Wall time,Step,Value
1588039873.437831,2028,55.0
1588039887.1679022,2031,44.0
1588039908.45373,2034,40.0
1588039919.0340068,2037,41.0
1588039926.520284,2039,25.0
1588039951.3296444,2042,40.0
1588039966.1325097,2045,52.0
1588039972.0526834,2046,37.0
1588040049.00811,2061,39.0
1588040082.9113047,2068,30.0
1588040108.6177292,2073,50.0
1588040113.7615552,2074,50.0
1588040118.63511,2075,44.0
1588040127.1953118,2077,36.0
1588040131.8542502,2078,45.0
1588040148.0776286,2080,62.0
1588040159.0522897,2082,48.0
1588040172.1015077,2086,1.0
1588040205.6213756,2090,55.0
1588040235.5035405,2095,46.0
1588040244.8010423,2097,44.0
1588040283.066082,2104,55.0
1588040293.7923014,2106,40.0
1588040296.9298062,2107,25.0
1588040312.9791825,2110,40.0
1588040323.5507052,2112,45.0
1588040347.9094782,2116,45.0
1588040364.2948818,2119,46.0
1588040373.229144,2121,43.0
1588040380.6460948,2123,52.0
1588040386.6502147,2124,49.0
1588040443.9426925,2134,61.0
1588040449.1246881,2135,46.0
1588040472.4800115,2139,45.0
1588040487.551734,2142,43.0
1588040501.9905655,2145,38.0
1588040508.924431,2146,43.0
1588040521.957971,2149,44.0
1588040526.8587549,2150,43.0
1588040536.4537654,2152,38.0
1588040568.2964504,2157,55.0
1588040572.6151276,2158,41.0
1588040610.398797,2165,27.0
1588040611.9528527,2166,21.0
1588040632.5178237,2170,19.0
1588040638.0335605,2172,45.0
1588040650.406014,2174,54.0
1588040668.948802,2178,44.0
1588040717.3019023,2188,31.0
1588040725.502107,2190,16.0
1588040738.5766606,2192,60.0
1588040745.5411265,2193,53.0
1588040765.8220682,2197,54.0
1588040788.0823166,2200,63.0
1588040834.2986765,2208,1.0
1588040853.497074,2212,54.0
1588040869.5801075,2215,44.0
1588040930.5242093,2226,51.0
1588040952.2106826,2230,43.0
1588040966.4657888,2232,43.0
1588040981.5387309,2235,-1.0
1588040994.6460917,2237,37.0
1588040995.6875181,2238,13.0
1588041013.4251041,2240,60.0
1588041021.6740685,2242,31.0
1588041029.1335735,2243,47.0
1588041038.9975793,2245,44.0
1588041050.392064,2247,40.0
1588041056.5023575,2248,45.0
1588041103.459181,2252,52.0
1588041105.4047961,2253,20.0
1588041115.772345,2255,57.0
1588041138.438561,2258,61.0
1588041165.819116,2263,38.0
1588041224.84455,2275,50.0
1588041250.1905406,2279,51.0
1588041267.389667,2282,62.0
1588041321.9700875,2292,-1.0
1588041351.9026053,2298,36.0
1588041357.7956657,2299,55.0
